image_name,score
output_True14000149.png,1
output_True10000050.png,1
lanczos_mix_337.png,0
output_True1000122.png,1
lanczos_mix_497.png,0
output_True4000104.png,1
output_True21000094.png,1
output_True9000113.png,1
output_True3000069.png,1
bicubic_1080_653.png,0
bicubic_mix_416.png,0
output_True7000036.png,1
bicubic_mix_605.png,0
fastbi_1080_779.png,0
lanc_1080_0.png,0
lanc_1080_7.png,0
output_True28000129.png,1
output_True4000030.png,1
output_True8000013.png,1
output_True3000168.png,1
output_True26000176.png,1
lanc_1080_862.png,0
lanczos_mix_242.png,0
output_True28000069.png,1
bicubic_1080_351.png,0
output_True8000082.png,1
lanczos_mix_439.png,0
fastbi_1080_220.png,0
output_True3000291.png,1
lanc_1080_108.png,0
lanczos_mix_217.png,0
output_True15000064.png,1
output_True2000055.png,1
lanc_1080_619.png,0
lanc_1080_603.png,0
fastbi_1080_718.png,0
output_True25000219.png,1
bicubic_1080_541.png,0
fastbi_1080_792.png,0
output_True22000048.png,1
lanczos_mix_549.png,0
lanc_1080_101.png,0
output_True19000009.png,1
bicubic_1080_232.png,0
lanc_1080_585.png,0
lanc_1080_238.png,0
output_True28000163.png,1
output_True4000039.png,1
output_True2000058.png,1
lanczos_mix_354.png,0
lanczos_mix_446.png,0
lanc_1080_521.png,0
fastbi_1080_578.png,0
output_True2000028.png,1
bicubic_mix_43.png,0
output_True3000374.png,1
bicubic_mix_637.png,0
output_True26000100.png,1
output_True23000001.png,1
output_True4000061.png,1
output_True14000037.png,1
output_True16000070.png,1
output_True1000036.png,1
bicubic_1080_547.png,0
output_True3000086.png,1
fastbi_1080_274.png,0
output_True14000026.png,1
output_True25000098.png,1
output_True26000063.png,1
bicubic_1080_62.png,0
bicubic_mix_571.png,0
output_True3000592.png,1
output_True4000094.png,1
fastbi_1080_351.png,0
fastbi_1080_392.png,0
fastbi_mix_116.png,0
output_True28000242.png,1
output_True28000024.png,1
lanc_1080_796.png,0
bicubic_mix_362.png,0
fastbi_1080_391.png,0
output_True24000185.png,1
fastbi_1080_756.png,0
bicubic_mix_194.png,0
output_True3000057.png,1
output_True26000053.png,1
output_True18000009.png,1
fastbi_1080_920.png,0
fastbi_1080_371.png,0
bicubic_1080_563.png,0
output_True3000398.png,1
output_True28000186.png,1
output_True24000137.png,1
output_True14000073.png,1
lanc_1080_366.png,0
lanc_1080_750.png,0
lanc_1080_454.png,0
bicubic_1080_22.png,0
lanczos_mix_151.png,0
output_True3000649.png,1
bicubic_1080_596.png,0
output_True17000054.png,1
output_True29000090.png,1
bicubic_1080_134.png,0
bicubic_mix_348.png,0
lanczos_mix_122.png,0
output_True3000022.png,1
fastbi_1080_919.png,0
output_True25000015.png,1
output_True19000020.png,1
output_True29000087.png,1
lanczos_mix_531.png,0
output_True16000112.png,1
fastbi_1080_345.png,0
fastbi_1080_516.png,0
output_True3000228.png,1
output_True15000046.png,1
output_True4000093.png,1
fastbi_1080_297.png,0
fastbi_1080_491.png,0
fastbi_1080_489.png,0
output_True26000095.png,1
output_True25000040.png,1
output_True19000131.png,1
output_True29000057.png,1
lanczos_mix_36.png,0
output_True14000156.png,1
output_True24000058.png,1
output_True17000013.png,1
output_True28000150.png,1
output_True17000010.png,1
fastbi_1080_862.png,0
fastbi_mix_161.png,0
bicubic_mix_377.png,0
bicubic_1080_695.png,0
lanc_1080_887.png,0
output_True21000068.png,1
output_True29000092.png,1
output_True1000061.png,1
bicubic_mix_159.png,0
bicubic_1080_450.png,0
output_True3000213.png,1
output_True28000197.png,1
output_True9000107.png,1
output_True1000027.png,1
output_True9000050.png,1
fastbi_1080_306.png,0
lanczos_mix_263.png,0
output_True9000094.png,1
lanc_1080_369.png,0
fastbi_1080_315.png,0
output_True24000194.png,1
output_True29000043.png,1
output_True3000674.png,1
lanc_1080_480.png,0
output_True3000258.png,1
bicubic_1080_441.png,0
output_True3000023.png,1
output_True3000630.png,1
bicubic_mix_556.png,0
output_True28000045.png,1
output_True19000082.png,1
output_True21000022.png,1
output_True20000131.png,1
output_True3000215.png,1
lanczos_mix_195.png,0
lanczos_mix_249.png,0
output_True29000028.png,1
output_True25000263.png,1
fastbi_1080_614.png,0
fastbi_1080_194.png,0
lanc_1080_219.png,0
output_True28000221.png,1
lanc_1080_524.png,0
lanc_1080_892.png,0
output_True26000162.png,1
output_True25000151.png,1
output_True28000196.png,1
fastbi_mix_178.png,0
output_True18000059.png,1
fastbi_1080_0.png,0
fastbi_mix_87.png,0
output_True5000033.png,1
output_True3000094.png,1
output_True16000054.png,1
bicubic_1080_51.png,0
fastbi_1080_495.png,0
fastbi_1080_659.png,0
output_True28000015.png,1
fastbi_1080_744.png,0
output_True26000057.png,1
lanc_1080_408.png,0
output_True4000064.png,1
lanczos_mix_324.png,0
output_True26000215.png,1
bicubic_1080_503.png,0
lanczos_mix_560.png,0
output_True5000024.png,1
output_True29000048.png,1
lanczos_mix_376.png,0
bicubic_mix_255.png,0
output_True19000117.png,1
output_True3000315.png,1
lanc_1080_447.png,0
fastbi_1080_460.png,0
output_True16000021.png,1
bicubic_1080_85.png,0
output_True3000119.png,1
fastbi_1080_995.png,0
bicubic_mix_248.png,0
output_True27000024.png,1
output_True25000234.png,1
bicubic_1080_509.png,0
output_True14000028.png,1
lanczos_mix_197.png,0
output_True24000150.png,1
bicubic_mix_293.png,0
lanczos_mix_177.png,0
fastbi_1080_900.png,0
bicubic_1080_619.png,0
lanc_1080_554.png,0
output_True18000087.png,1
fastbi_1080_511.png,0
output_True28000112.png,1
output_True24000288.png,1
output_True3000590.png,1
output_True16000084.png,1
fastbi_mix_66.png,0
output_True17000012.png,1
lanc_1080_486.png,0
output_True3000476.png,1
output_True18000082.png,1
fastbi_1080_749.png,0
fastbi_1080_496.png,0
output_True2000062.png,1
output_True28000280.png,1
fastbi_1080_547.png,0
output_True15000073.png,1
lanczos_mix_191.png,0
bicubic_1080_34.png,0
output_True28000089.png,1
output_True29000060.png,1
output_True26000227.png,1
bicubic_1080_666.png,0
output_True29000009.png,1
lanczos_mix_0.png,0
bicubic_mix_550.png,0
output_True28000049.png,1
lanc_1080_329.png,0
output_True26000174.png,1
fastbi_1080_877.png,0
output_True24000212.png,1
fastbi_1080_841.png,0
fastbi_1080_324.png,0
output_True10000041.png,1
output_True9000105.png,1
bicubic_mix_541.png,0
output_True27000033.png,1
bicubic_mix_586.png,0
output_True20000100.png,1
output_True29000050.png,1
bicubic_mix_520.png,0
bicubic_mix_123.png,0
fastbi_1080_889.png,0
output_True26000265.png,1
bicubic_1080_302.png,0
output_True24000100.png,1
bicubic_1080_454.png,0
fastbi_mix_272.png,0
bicubic_1080_166.png,0
output_True3000052.png,1
bicubic_mix_280.png,0
output_True26000117.png,1
output_True3000678.png,1
lanczos_mix_256.png,0
lanczos_mix_351.png,0
lanc_1080_745.png,0
output_True24000019.png,1
bicubic_mix_674.png,0
lanc_1080_378.png,0
output_True9000008.png,1
output_True5000014.png,1
lanczos_mix_7.png,0
bicubic_mix_176.png,0
output_True16000090.png,1
output_True29000101.png,1
output_True3000762.png,1
fastbi_1080_532.png,0
fastbi_mix_316.png,0
output_True22000015.png,1
lanc_1080_794.png,0
output_True28000048.png,1
output_True8000072.png,1
output_True3000626.png,1
fastbi_1080_619.png,0
fastbi_1080_118.png,0
output_True28000006.png,1
output_True20000108.png,1
fastbi_1080_26.png,0
lanc_1080_700.png,0
bicubic_1080_49.png,0
output_True3000602.png,1
output_True29000010.png,1
lanc_1080_767.png,0
fastbi_1080_219.png,0
output_True3000389.png,1
lanc_1080_313.png,0
lanczos_mix_385.png,0
output_True19000095.png,1
fastbi_1080_335.png,0
bicubic_1080_615.png,0
output_True3000360.png,1
output_True8000020.png,1
output_True18000092.png,1
lanczos_mix_372.png,0
output_True27000008.png,1
output_True3000122.png,1
fastbi_1080_769.png,0
lanc_1080_247.png,0
lanczos_mix_396.png,0
output_True4000042.png,1
bicubic_mix_0.png,0
output_True16000088.png,1
fastbi_1080_236.png,0
output_True3000004.png,1
output_True26000199.png,1
bicubic_1080_353.png,0
fastbi_1080_640.png,0
fastbi_1080_84.png,0
bicubic_1080_555.png,0
bicubic_1080_255.png,0
output_True3000634.png,1
fastbi_1080_349.png,0
bicubic_1080_183.png,0
lanczos_mix_26.png,0
output_True16000055.png,1
output_True2000052.png,1
bicubic_1080_598.png,0
output_True9000027.png,1
lanc_1080_416.png,0
output_True26000013.png,1
output_True1000028.png,1
fastbi_1080_356.png,0
fastbi_mix_188.png,0
output_True24000204.png,1
output_True30000037.png,1
lanczos_mix_9.png,0
output_True3000633.png,1
output_True26000064.png,1
lanc_1080_562.png,0
output_True21000025.png,1
bicubic_mix_372.png,0
output_True30000050.png,1
lanczos_mix_283.png,0
output_True10000032.png,1
fastbi_mix_283.png,0
output_True3000425.png,1
bicubic_mix_630.png,0
fastbi_1080_165.png,0
output_True24000010.png,1
bicubic_mix_585.png,0
output_True3000191.png,1
output_True23000012.png,1
output_True16000061.png,1
output_True25000221.png,1
bicubic_1080_7.png,0
fastbi_1080_793.png,0
lanc_1080_227.png,0
output_True10000038.png,1
lanc_1080_878.png,0
bicubic_mix_205.png,0
output_True4000035.png,1
bicubic_mix_330.png,0
fastbi_mix_313.png,0
bicubic_mix_114.png,0
bicubic_mix_395.png,0
output_True21000043.png,1
bicubic_mix_71.png,0
output_True3000170.png,1
output_True3000210.png,1
fastbi_1080_803.png,0
fastbi_1080_417.png,0
fastbi_1080_186.png,0
output_True15000068.png,1
fastbi_1080_498.png,0
fastbi_1080_288.png,0
output_True26000233.png,1
output_True14000168.png,1
fastbi_1080_989.png,0
lanczos_mix_527.png,0
output_True1000098.png,1
output_True28000140.png,1
bicubic_mix_598.png,0
output_True25000086.png,1
output_True2000042.png,1
output_True3000556.png,1
lanczos_mix_14.png,0
output_True8000069.png,1
output_True28000096.png,1
output_True5000008.png,1
bicubic_mix_155.png,0
bicubic_1080_358.png,0
lanc_1080_215.png,0
output_True28000083.png,1
fastbi_1080_830.png,0
bicubic_mix_467.png,0
output_True28000017.png,1
output_True3000237.png,1
bicubic_1080_393.png,0
lanc_1080_267.png,0
output_True21000104.png,1
lanc_1080_27.png,0
output_True9000031.png,1
output_True27000046.png,1
output_True20000082.png,1
output_True29000105.png,1
fastbi_mix_267.png,0
output_True22000050.png,1
fastbi_mix_227.png,0
lanczos_mix_300.png,0
output_True1000025.png,1
output_True28000113.png,1
output_True22000047.png,1
output_True8000080.png,1
lanc_1080_815.png,0
bicubic_1080_310.png,0
lanc_1080_680.png,0
output_True29000119.png,1
output_True24000303.png,1
lanc_1080_297.png,0
output_True10000073.png,1
output_True20000049.png,1
fastbi_1080_687.png,0
output_True26000077.png,1
output_True3000457.png,1
output_True4000032.png,1
lanczos_mix_355.png,0
lanc_1080_354.png,0
output_True19000093.png,1
fastbi_1080_530.png,0
bicubic_mix_290.png,0
bicubic_mix_537.png,0
output_True5000020.png,1
output_True29000125.png,1
output_True26000112.png,1
output_True7000019.png,1
output_True30000078.png,1
lanczos_mix_275.png,0
output_True3000552.png,1
output_True20000137.png,1
lanc_1080_697.png,0
output_True5000023.png,1
output_True24000200.png,1
bicubic_1080_10.png,0
output_True28000028.png,1
output_True28000284.png,1
lanczos_mix_254.png,0
output_True28000151.png,1
lanc_1080_114.png,0
fastbi_1080_471.png,0
output_True26000092.png,1
output_True26000141.png,1
output_True20000097.png,1
fastbi_1080_858.png,0
bicubic_mix_150.png,0
bicubic_mix_690.png,0
bicubic_1080_668.png,0
fastbi_1080_646.png,0
output_True14000094.png,1
output_True21000129.png,1
bicubic_mix_262.png,0
lanczos_mix_323.png,0
fastbi_mix_88.png,0
fastbi_mix_28.png,0
fastbi_1080_592.png,0
fastbi_mix_146.png,0
output_True16000036.png,1
bicubic_1080_269.png,0
output_True3000271.png,1
fastbi_1080_449.png,0
bicubic_mix_497.png,0
output_True7000047.png,1
output_True3000156.png,1
bicubic_1080_659.png,0
output_True3000549.png,1
fastbi_1080_153.png,0
output_True17000055.png,1
bicubic_mix_366.png,0
fastbi_1080_885.png,0
fastbi_1080_621.png,0
fastbi_1080_252.png,0
lanczos_mix_124.png,0
lanczos_mix_532.png,0
bicubic_1080_692.png,0
lanc_1080_25.png,0
lanc_1080_766.png,0
lanc_1080_98.png,0
output_True3000297.png,1
output_True3000490.png,1
lanc_1080_81.png,0
output_True3000754.png,1
output_True24000214.png,1
lanczos_mix_516.png,0
output_True7000004.png,1
lanczos_mix_297.png,0
output_True6000019.png,1
output_True3000435.png,1
lanczos_mix_228.png,0
bicubic_mix_72.png,0
bicubic_1080_111.png,0
output_True3000623.png,1
output_True4000101.png,1
output_True3000640.png,1
output_True14000014.png,1
bicubic_1080_75.png,0
output_True20000105.png,1
output_True9000069.png,1
bicubic_1080_26.png,0
output_True4000133.png,1
output_True8000093.png,1
fastbi_1080_881.png,0
output_True1000026.png,1
output_True21000045.png,1
output_True10000030.png,1
output_True3000426.png,1
output_True29000133.png,1
output_True9000082.png,1
output_True14000058.png,1
output_True3000308.png,1
fastbi_1080_977.png,0
lanc_1080_280.png,0
bicubic_mix_477.png,0
output_True21000036.png,1
output_True3000731.png,1
output_True24000198.png,1
output_True21000103.png,1
output_True20000052.png,1
output_True19000124.png,1
output_True9000076.png,1
output_True30000077.png,1
lanczos_mix_117.png,0
output_True24000014.png,1
output_True10000053.png,1
lanc_1080_677.png,0
output_True17000058.png,1
bicubic_1080_673.png,0
lanczos_mix_232.png,0
fastbi_mix_39.png,0
fastbi_1080_859.png,0
output_True3000664.png,1
output_True25000247.png,1
output_True3000473.png,1
output_True2000092.png,1
lanczos_mix_456.png,0
output_True21000050.png,1
lanc_1080_344.png,0
output_True3000520.png,1
output_True4000087.png,1
lanczos_mix_316.png,0
output_True25000204.png,1
output_True14000011.png,1
output_True4000072.png,1
bicubic_1080_191.png,0
output_True1000084.png,1
lanc_1080_569.png,0
fastbi_1080_704.png,0
output_True29000001.png,1
lanczos_mix_493.png,0
output_True24000269.png,1
output_True17000029.png,1
lanczos_mix_43.png,0
lanc_1080_685.png,0
output_True21000145.png,1
output_True18000003.png,1
output_True24000111.png,1
output_True21000003.png,1
output_True14000159.png,1
output_True17000025.png,1
fastbi_mix_163.png,0
output_True18000064.png,1
output_True24000122.png,1
lanczos_mix_310.png,0
output_True10000049.png,1
lanc_1080_630.png,0
output_True4000045.png,1
output_True3000301.png,1
output_True14000169.png,1
output_True3000620.png,1
output_True16000117.png,1
output_True3000112.png,1
bicubic_mix_379.png,0
output_True8000103.png,1
bicubic_mix_621.png,0
fastbi_mix_67.png,0
lanc_1080_519.png,0
output_True25000233.png,1
lanczos_mix_216.png,0
fastbi_1080_108.png,0
fastbi_1080_736.png,0
bicubic_mix_304.png,0
fastbi_1080_898.png,0
output_True14000148.png,1
output_True8000054.png,1
output_True17000011.png,1
output_True29000085.png,1
output_True20000067.png,1
bicubic_mix_405.png,0
bicubic_mix_80.png,0
lanc_1080_888.png,0
bicubic_mix_199.png,0
lanczos_mix_142.png,0
fastbi_1080_690.png,0
output_True3000672.png,1
fastbi_1080_680.png,0
output_True3000480.png,1
output_True21000061.png,1
lanc_1080_133.png,0
output_True25000226.png,1
output_True3000096.png,1
output_True28000157.png,1
output_True3000262.png,1
lanc_1080_581.png,0
output_True24000258.png,1
output_True28000279.png,1
lanc_1080_92.png,0
fastbi_mix_277.png,0
lanc_1080_75.png,0
fastbi_1080_208.png,0
output_True30000027.png,1
lanc_1080_213.png,0
output_True3000286.png,1
fastbi_1080_528.png,0
output_True4000004.png,1
output_True9000039.png,1
output_True3000518.png,1
output_True3000688.png,1
output_True16000003.png,1
fastbi_1080_524.png,0
output_True6000048.png,1
bicubic_mix_376.png,0
output_True26000079.png,1
output_True14000086.png,1
fastbi_mix_89.png,0
bicubic_1080_493.png,0
bicubic_mix_100.png,0
lanc_1080_673.png,0
lanczos_mix_136.png,0
output_True27000014.png,1
fastbi_mix_154.png,0
lanc_1080_879.png,0
output_True15000016.png,1
output_True3000317.png,1
fastbi_1080_386.png,0
output_True8000078.png,1
lanczos_mix_553.png,0
lanc_1080_828.png,0
output_True3000417.png,1
bicubic_mix_211.png,0
bicubic_mix_256.png,0
output_True19000135.png,1
output_True3000782.png,1
lanczos_mix_172.png,0
bicubic_mix_50.png,0
bicubic_mix_693.png,0
output_True28000187.png,1
bicubic_mix_284.png,0
fastbi_1080_147.png,0
lanczos_mix_491.png,0
output_True24000142.png,1
fastbi_1080_762.png,0
output_True24000021.png,1
bicubic_mix_161.png,0
output_True28000020.png,1
output_True3000158.png,1
lanczos_mix_180.png,0
bicubic_1080_118.png,0
output_True24000193.png,1
output_True26000104.png,1
output_True3000515.png,1
fastbi_1080_570.png,0
output_True30000060.png,1
fastbi_1080_551.png,0
lanc_1080_537.png,0
output_True3000269.png,1
lanc_1080_224.png,0
lanc_1080_582.png,0
lanc_1080_150.png,0
fastbi_1080_103.png,0
fastbi_mix_226.png,0
output_True9000043.png,1
lanc_1080_712.png,0
lanc_1080_647.png,0
bicubic_mix_525.png,0
output_True26000185.png,1
output_True24000012.png,1
output_True7000037.png,1
fastbi_mix_255.png,0
output_True25000227.png,1
output_True4000006.png,1
output_True18000086.png,1
output_True3000450.png,1
lanczos_mix_380.png,0
output_True26000229.png,1
output_True28000190.png,1
bicubic_1080_159.png,0
output_True3000026.png,1
bicubic_mix_9.png,0
output_True3000717.png,1
lanc_1080_429.png,0
output_True6000046.png,1
output_True28000290.png,1
fastbi_mix_80.png,0
fastbi_mix_216.png,0
fastbi_1080_77.png,0
bicubic_mix_543.png,0
output_True4000059.png,1
lanczos_mix_502.png,0
output_True3000512.png,1
bicubic_mix_15.png,0
output_True10000006.png,1
output_True8000081.png,1
output_True2000069.png,1
output_True8000095.png,1
fastbi_1080_800.png,0
output_True3000584.png,1
output_True21000136.png,1
fastbi_1080_59.png,0
output_True24000211.png,1
output_True3000531.png,1
output_True29000031.png,1
bicubic_mix_635.png,0
bicubic_mix_466.png,0
lanc_1080_6.png,0
bicubic_1080_56.png,0
fastbi_mix_21.png,0
bicubic_1080_184.png,0
fastbi_mix_305.png,0
output_True25000164.png,1
output_True21000120.png,1
lanczos_mix_574.png,0
output_True14000069.png,1
fastbi_mix_29.png,0
bicubic_mix_486.png,0
lanc_1080_141.png,0
output_True24000078.png,1
lanc_1080_660.png,0
bicubic_mix_213.png,0
output_True28000231.png,1
output_True14000183.png,1
lanczos_mix_211.png,0
lanczos_mix_329.png,0
output_True8000090.png,1
output_True2000031.png,1
fastbi_1080_57.png,0
bicubic_1080_656.png,0
output_True2000091.png,1
lanc_1080_422.png,0
fastbi_1080_957.png,0
lanc_1080_506.png,0
lanc_1080_573.png,0
bicubic_1080_279.png,0
output_True19000088.png,1
output_True3000199.png,1
lanczos_mix_348.png,0
output_True26000123.png,1
output_True19000107.png,1
bicubic_mix_625.png,0
lanc_1080_241.png,0
output_True20000023.png,1
fastbi_1080_686.png,0
bicubic_1080_58.png,0
lanc_1080_683.png,0
lanczos_mix_381.png,0
output_True19000027.png,1
lanc_1080_627.png,0
bicubic_mix_596.png,0
lanc_1080_826.png,0
fastbi_1080_166.png,0
fastbi_1080_63.png,0
lanc_1080_72.png,0
bicubic_1080_610.png,0
bicubic_1080_606.png,0
output_True24000132.png,1
output_True16000077.png,1
output_True1000099.png,1
bicubic_mix_462.png,0
lanc_1080_555.png,0
output_True1000029.png,1
bicubic_mix_287.png,0
output_True16000072.png,1
fastbi_mix_290.png,0
output_True18000056.png,1
bicubic_mix_42.png,0
output_True21000128.png,1
output_True7000061.png,1
fastbi_1080_745.png,0
fastbi_1080_99.png,0
output_True9000116.png,1
output_True28000174.png,1
lanc_1080_400.png,0
lanc_1080_76.png,0
output_True10000024.png,1
fastbi_mix_164.png,0
output_True3000105.png,1
output_True24000110.png,1
output_True14000104.png,1
output_True19000028.png,1
output_True8000010.png,1
fastbi_1080_467.png,0
fastbi_1080_594.png,0
fastbi_1080_676.png,0
lanczos_mix_153.png,0
output_True10000108.png,1
lanc_1080_795.png,0
lanc_1080_136.png,0
output_True22000034.png,1
output_True26000169.png,1
output_True25000004.png,1
bicubic_mix_166.png,0
lanc_1080_530.png,0
output_True14000053.png,1
fastbi_mix_231.png,0
fastbi_1080_277.png,0
bicubic_mix_56.png,0
output_True3000323.png,1
bicubic_1080_539.png,0
output_True23000004.png,1
output_True19000081.png,1
output_True21000052.png,1
lanczos_mix_179.png,0
fastbi_1080_102.png,0
bicubic_1080_639.png,0
output_True18000036.png,1
lanc_1080_3.png,0
output_True8000030.png,1
output_True26000249.png,1
lanc_1080_507.png,0
output_True3000211.png,1
output_True10000005.png,1
fastbi_1080_867.png,0
output_True24000297.png,1
output_True3000461.png,1
fastbi_1080_636.png,0
bicubic_1080_29.png,0
output_True18000007.png,1
fastbi_1080_104.png,0
bicubic_1080_160.png,0
output_True9000072.png,1
output_True23000017.png,1
lanczos_mix_306.png,0
fastbi_mix_303.png,0
output_True24000071.png,1
output_True26000206.png,1
bicubic_mix_137.png,0
output_True4000095.png,1
output_True2000041.png,1
output_True25000088.png,1
output_True3000706.png,1
bicubic_mix_271.png,0
fastbi_1080_597.png,0
output_True3000045.png,1
bicubic_1080_378.png,0
fastbi_mix_181.png,0
output_True29000144.png,1
output_True24000207.png,1
fastbi_1080_714.png,0
output_True25000054.png,1
output_True17000059.png,1
lanc_1080_273.png,0
fastbi_1080_955.png,0
lanc_1080_382.png,0
output_True3000404.png,1
lanc_1080_28.png,0
fastbi_1080_811.png,0
output_True3000233.png,1
output_True25000059.png,1
output_True3000114.png,1
output_True3000165.png,1
bicubic_mix_561.png,0
bicubic_mix_421.png,0
bicubic_1080_577.png,0
output_True26000105.png,1
fastbi_1080_593.png,0
fastbi_1080_293.png,0
output_True16000005.png,1
output_True25000176.png,1
output_True7000027.png,1
lanczos_mix_240.png,0
output_True5000009.png,1
fastbi_1080_42.png,0
lanczos_mix_289.png,0
bicubic_1080_57.png,0
bicubic_1080_433.png,0
fastbi_mix_197.png,0
fastbi_1080_21.png,0
output_True21000132.png,1
output_True21000071.png,1
output_True28000256.png,1
lanc_1080_859.png,0
fastbi_mix_175.png,0
lanczos_mix_386.png,0
output_True3000614.png,1
output_True19000055.png,1
lanc_1080_285.png,0
bicubic_mix_404.png,0
lanc_1080_841.png,0
bicubic_mix_583.png,0
fastbi_1080_929.png,0
lanczos_mix_190.png,0
lanczos_mix_127.png,0
bicubic_mix_223.png,0
output_True3000502.png,1
lanc_1080_260.png,0
output_True28000007.png,1
output_True29000029.png,1
output_True25000127.png,1
output_True4000150.png,1
lanczos_mix_395.png,0
fastbi_1080_347.png,0
output_True24000061.png,1
lanczos_mix_146.png,0
output_True10000112.png,1
fastbi_1080_953.png,0
lanczos_mix_317.png,0
lanc_1080_863.png,0
output_True10000069.png,1
output_True16000133.png,1
output_True8000017.png,1
output_True3000736.png,1
output_True24000253.png,1
output_True26000282.png,1
output_True22000044.png,1
output_True25000168.png,1
bicubic_1080_349.png,0
output_True23000016.png,1
output_True15000074.png,1
lanc_1080_117.png,0
bicubic_1080_365.png,0
output_True7000046.png,1
output_True29000056.png,1
output_True20000096.png,1
output_True28000128.png,1
bicubic_mix_619.png,0
output_True3000246.png,1
fastbi_1080_748.png,0
lanczos_mix_334.png,0
output_True25000100.png,1
lanc_1080_812.png,0
bicubic_1080_250.png,0
output_True19000118.png,1
output_True21000095.png,1
output_True25000032.png,1
lanc_1080_898.png,0
output_True26000034.png,1
lanczos_mix_407.png,0
output_True20000107.png,1
output_True3000606.png,1
output_True16000116.png,1
output_True3000738.png,1
output_True29000059.png,1
lanc_1080_321.png,0
fastbi_1080_675.png,0
bicubic_1080_5.png,0
output_True28000029.png,1
output_True24000219.png,1
fastbi_mix_95.png,0
output_True20000081.png,1
output_True28000021.png,1
lanc_1080_113.png,0
output_True24000167.png,1
output_True3000347.png,1
fastbi_mix_74.png,0
bicubic_1080_389.png,0
output_True3000565.png,1
fastbi_1080_818.png,0
lanczos_mix_54.png,0
output_True4000082.png,1
output_True28000074.png,1
lanc_1080_666.png,0
output_True15000012.png,1
output_True16000093.png,1
output_True28000011.png,1
bicubic_mix_446.png,0
bicubic_mix_649.png,0
output_True15000005.png,1
output_True3000597.png,1
bicubic_1080_397.png,0
lanczos_mix_264.png,0
output_True21000110.png,1
lanczos_mix_250.png,0
bicubic_1080_151.png,0
fastbi_1080_574.png,0
fastbi_1080_257.png,0
output_True24000059.png,1
fastbi_1080_670.png,0
output_True18000078.png,1
lanczos_mix_56.png,0
output_True29000038.png,1
output_True4000024.png,1
output_True3000496.png,1
lanczos_mix_35.png,0
lanc_1080_543.png,0
output_True19000068.png,1
output_True19000077.png,1
output_True3000195.png,1
output_True25000084.png,1
bicubic_mix_219.png,0
output_True29000044.png,1
bicubic_mix_499.png,0
output_True8000091.png,1
fastbi_1080_486.png,0
fastbi_mix_322.png,0
lanczos_mix_60.png,0
output_True14000176.png,1
fastbi_1080_726.png,0
output_True22000009.png,1
output_True15000018.png,1
output_True9000032.png,1
output_True3000067.png,1
output_True21000026.png,1
lanczos_mix_209.png,0
output_True26000075.png,1
fastbi_mix_108.png,0
output_True8000068.png,1
output_True3000722.png,1
output_True8000066.png,1
output_True3000646.png,1
output_True19000051.png,1
output_True29000070.png,1
bicubic_mix_633.png,0
output_True26000172.png,1
output_True19000011.png,1
bicubic_mix_415.png,0
output_True9000030.png,1
fastbi_1080_141.png,0
fastbi_mix_127.png,0
lanc_1080_138.png,0
lanczos_mix_349.png,0
output_True19000134.png,1
bicubic_mix_90.png,0
fastbi_mix_0.png,0
output_True14000181.png,1
output_True8000058.png,1
